,city,state,20th,40th,Median,60th,80th,95th,murders,murdersper100k,rapes,rapesper100k,robberies,robberiesper100k,assaults,assaultsper100k,burglaries,burglariesper100k,thefts,theftsper100k,autothefts,autotheftsper100k,arson,arsonper100k,crime index,income inequality
430,Waterville,Maine,11724,21766,32403,40948,77392,144684,0.0,0.0,9.0,54.5,10.0,60.5,13.0,78.7,64.0,387.4,618.0,3740.5,12.0,72.6,2.0,12.1,260.0,132960
431,Westbrook,Maine,17953,38816,48074,59488,93849,145259,0.0,0.0,15.0,80.8,4.0,21.6,15.0,80.8,41.0,220.9,344.0,1853.4,10.0,53.9,0.0,0.0,181.2,127306
432,Attleboro,Massachusetts,27594,55069,69732,87151,127901,203518,1.0,2.2,17.0,38.1,18.0,40.4,84.0,188.3,118.0,264.5,457.0,1024.5,18.0,40.4,1.0,2.2,147.5,175924
433,Beverly,Massachusetts,27009,57255,73839,91354,146211,250001,0.0,0.0,6.0,14.4,6.0,14.4,36.0,86.4,25.0,60.0,202.0,484.7,8.0,19.2,0.0,0.0,58.2,222992
434,Boston,Massachusetts,16248,42583,58516,76695,132252,250001,57.0,8.3,290.0,42.5,1404.0,205.6,2819.0,412.8,2109.0,308.8,10952.0,1603.7,1205.0,176.5,,,294.8,233753
435,Brockton,Massachusetts,18882,39083,49956,63944,100263,161720,7.0,7.3,93.0,96.9,172.0,179.1,645.0,671.8,327.0,340.6,1250.0,1301.9,384.0,399.9,16.0,16.7,388.1,142838
436,Cambridge,Massachusetts,26069,63524,83122,103156,170328,250001,2.0,1.8,17.0,15.2,101.0,90.4,193.0,172.8,252.0,225.6,1685.0,1508.4,94.0,84.1,3.0,2.7,160.3,223932
437,Chelsea,Massachusetts,18651,37553,49614,61133,97705,170357,3.0,7.4,31.0,76.5,107.0,264.1,174.0,429.5,97.0,239.4,491.0,1211.9,74.0,182.7,2.0,4.9,321.0,151706
438,Chicopee,Massachusetts,20402,38763,49005,61711,94537,144396,3.0,5.3,35.0,62.2,60.0,106.7,191.0,339.5,325.0,577.7,928.0,1649.6,128.0,227.5,0.0,0.0,285.0,123994
439,Everett,Massachusetts,22752,43637,52457,64305,98967,157142,2.0,4.2,18.0,38.1,29.0,61.5,108.0,228.9,114.0,241.6,477.0,1010.9,71.0,150.5,2.0,4.2,172.6,134390
440,Fitchburg,Massachusetts,19171,37454,50617,64112,98806,155405,0.0,0.0,45.0,111.3,47.0,116.2,207.0,511.8,169.0,417.9,516.0,1275.8,56.0,138.5,7.0,17.3,317.6,136234
441,Gloucester,Massachusetts,24265,48910,63917,82226,127900,226175,0.0,0.0,5.0,16.7,7.0,23.3,70.0,233.5,19.0,63.4,181.0,603.7,7.0,23.3,1.0,3.3,97.5,201910
442,Haverhill,Massachusetts,24559,50161,62751,78237,122341,197498,3.0,4.7,15.0,23.7,40.0,63.2,333.0,526.5,201.0,317.8,597.0,944.0,119.0,188.2,4.0,6.3,227.8,172939
443,Holyoke,Massachusetts,12260,28759,38829,51972,91004,151120,4.0,9.9,32.0,79.1,96.0,237.3,306.0,756.5,297.0,734.2,1538.0,3802.1,111.0,274.4,9.0,22.2,531.0,138860
444,Lawrence,Massachusetts,12871,28571,36754,47712,78022,128348,11.0,13.6,30.0,37.1,151.0,186.7,393.0,485.8,224.0,276.9,759.0,938.3,408.0,504.4,,,307.3,115477
445,Leominster,Massachusetts,20564,41535,56510,69964,107216,182619,2.0,4.8,18.0,43.0,20.0,47.8,194.0,463.6,121.0,289.2,770.0,1840.1,49.0,117.1,7.0,16.7,254.2,162055
446,Lowell,Massachusetts,16022,35020,46972,59470,99085,162721,1.0,0.9,13.0,11.7,144.0,129.4,164.0,147.4,474.0,425.9,1370.0,1231.0,354.0,318.1,10.0,9.0,183.9,146699
447,Lynn,Massachusetts,17329,37627,50774,65914,105770,173799,12.0,12.9,28.0,30.1,164.0,176.1,462.0,496.0,299.0,321.0,1101.0,1182.1,231.0,248.0,8.0,8.6,291.4,156470
448,Malden,Massachusetts,19005,43149,60085,72846,111553,185833,1.0,1.6,7.0,11.5,35.0,57.3,164.0,268.4,119.0,194.8,588.0,962.4,73.0,119.5,0.0,0.0,145.0,166828
449,Marlborough,Massachusetts,30239,59254,72222,87767,136090,245145,0.0,0.0,15.0,37.6,8.0,20.0,129.0,323.2,67.0,167.8,514.0,1287.6,29.0,72.6,4.0,10.0,169.8,214906
450,Medford,Massachusetts,30501,60427,79607,97730,146881,231606,0.0,0.0,5.0,8.7,14.0,24.4,69.0,120.2,115.0,200.3,485.0,844.7,63.0,109.7,1.0,1.7,94.9,201105
451,Newton,Massachusetts,48059,97848,127402,162411,250001,250001,0.0,0.0,5.0,5.6,5.0,5.6,39.0,43.5,87.0,97.0,471.0,524.9,18.0,20.1,2.0,2.2,44.2,201942
452,Peabody,Massachusetts,25757,51505,64071,81700,123184,211524,2.0,3.8,12.0,22.8,17.0,32.2,122.0,231.4,83.0,157.4,496.0,940.8,45.0,85.4,0.0,0.0,137.2,185767
453,Pittsfield,Massachusetts,17917,34211,45206,58036,92515,163738,4.0,9.4,50.0,117.5,43.0,101.1,278.0,653.4,399.0,937.8,656.0,1541.9,37.0,87.0,5.0,11.8,408.1,145821
454,Quincy,Massachusetts,24771,53167,64890,81738,121424,202160,0.0,0.0,24.0,25.5,65.0,69.2,294.0,312.9,322.0,342.7,1154.0,1228.1,88.0,93.7,6.0,6.4,184.4,177389
455,Revere,Massachusetts,20510,40980,51482,65937,101007,170900,2.0,3.7,16.0,29.9,42.0,78.6,188.0,351.9,134.0,250.8,770.0,1441.3,106.0,198.4,1.0,1.9,216.5,150390
456,Salem,Massachusetts,20034,47483,61093,73605,114248,190060,0.0,0.0,19.0,43.8,28.0,64.5,69.0,159.0,113.0,260.5,787.0,1814.0,51.0,117.6,3.0,6.9,186.4,170026
457,Somerville,Massachusetts,31220,61836,78673,97578,141719,228822,1.0,1.2,16.0,19.4,41.0,49.8,133.0,161.6,174.0,211.4,808.0,981.5,89.0,108.1,5.0,6.1,127.9,197602
458,Springfield,Massachusetts,12546,26187,35742,45492,78478,136006,14.0,9.1,73.0,47.2,380.0,245.9,884.0,571.9,1183.0,765.4,2902.0,1877.6,509.0,329.3,37.0,23.9,399.1,123460
459,Taunton,Massachusetts,22270,43559,54785,70050,104858,171647,0.0,0.0,15.0,26.3,28.0,49.1,177.0,310.3,133.0,233.1,299.0,524.1,60.0,105.2,3.0,5.3,143.5,149377
460,Waltham,Massachusetts,32391,62916,82188,99754,147955,242186,1.0,1.6,16.0,25.2,14.0,22.1,67.0,105.7,118.0,186.1,447.0,704.9,44.0,69.4,2.0,3.2,97.9,209795
461,Westfield,Massachusetts,27559,49568,62969,77691,114542,196032,0.0,0.0,21.0,50.3,14.0,33.5,70.0,167.7,96.0,230.0,432.0,1035.1,31.0,74.3,3.0,7.2,147.3,168473
462,Woburn,Massachusetts,34302,64078,83872,101074,144934,210605,0.0,0.0,3.0,7.6,5.0,12.6,55.0,138.6,39.0,98.3,355.0,894.7,39.0,98.3,0.0,0.0,88.1,176303
463,Worcester,Massachusetts,15852,34004,45599,58310,97173,168673,5.0,2.7,42.0,22.7,324.0,175.0,974.0,526.2,866.0,467.8,2784.0,1504.0,397.0,214.5,7.0,3.8,291.4,152821
464,Burton,Michigan,17533,33599,43586,53261,77786,132163,2.0,7.0,22.0,77.4,21.0,73.8,88.0,309.4,111.0,390.3,493.0,1733.5,51.0,179.3,2.0,7.0,271.0,114630
465,Dearborn,Michigan,17906,36285,48421,61038,100375,164861,0.0,0.0,38.0,40.5,51.0,54.3,167.0,177.9,218.0,232.2,1776.0,1891.6,278.0,296.1,11.0,11.7,199.9,146955
466,Detroit,Michigan,9574,19652,26249,34422,58926,109292,267.0,39.8,697.0,103.9,2639.0,393.4,10193.0,1519.5,8258.0,1231.1,14045.0,2093.8,8155.0,1215.7,869.0,129.5,851.9,99718
467,Eastpointe,Michigan,17765,35251,44240,54420,80593,123584,0.0,0.0,37.0,113.1,59.0,180.4,166.0,507.5,232.0,709.2,675.0,2063.5,181.0,553.3,10.0,30.6,422.5,105819
468,Flint,Michigan,9897,19685,25650,32984,53415,97812,37.0,38.3,104.0,107.7,272.0,281.6,1466.0,1517.5,961.0,994.8,1397.0,1446.1,274.0,283.6,45.0,46.6,700.9,87915
469,Holland,Michigan,22800,40293,50528,60636,88648,160496,1.0,3.0,39.0,116.0,8.0,23.8,71.0,211.2,129.0,383.8,627.0,1865.3,27.0,80.3,6.0,17.9,256.1,137696
470,Inkster,Michigan,10351,23672,31285,40883,63082,102408,9.0,37.0,37.0,152.1,48.0,197.3,260.0,1068.9,230.0,945.6,343.0,1410.1,89.0,365.9,8.0,32.9,620.5,92057
471,Jackson,Michigan,11011,21801,28697,37686,62002,113468,7.0,21.3,58.0,176.7,55.0,167.6,251.0,764.7,211.0,642.9,1052.0,3205.2,108.0,329.0,16.0,48.7,586.8,102457
472,Kalamazoo,Michigan,13643,27377,34767,43764,73610,141409,10.0,13.1,130.0,170.5,152.0,199.3,621.0,814.3,710.0,931.0,2132.0,2795.6,332.0,435.3,46.0,60.3,597.1,127766
473,Kentwood,Michigan,22372,37333,49317,60045,92097,152942,1.0,1.9,29.0,55.6,24.0,46.0,117.0,224.2,175.0,335.3,955.0,1829.6,76.0,145.6,4.0,7.7,215.2,130570
474,Lansing,Michigan,15505,29449,36851,45698,69118,116711,14.0,12.0,108.0,92.9,238.0,204.6,961.0,826.3,883.0,759.2,2267.0,1949.2,399.0,343.1,30.0,25.8,483.6,101206
475,Livonia,Michigan,33864,57931,71063,84904,122535,193713,0.0,0.0,16.0,17.1,16.0,17.1,76.0,81.2,165.0,176.3,1137.0,1214.7,129.0,137.8,6.0,6.4,107.0,159849
476,Midland,Michigan,21138,42328,54612,69082,109658,213962,1.0,2.4,25.0,59.3,1.0,2.4,26.0,61.7,54.0,128.2,444.0,1053.9,10.0,23.7,0.0,0.0,118.3,192824
477,Muskegon,Michigan,12610,22246,27359,35281,58474,108036,3.0,7.8,29.0,75.6,55.0,143.3,142.0,370.0,395.0,1029.3,1467.0,3822.8,197.0,513.4,20.0,52.1,459.1,95426
478,Novi,Michigan,37497,69556,86193,105768,162962,250001,0.0,0.0,11.0,18.4,6.0,10.0,26.0,43.4,42.0,70.1,543.0,906.6,32.0,53.4,0.0,0.0,71.8,212504
479,Pontiac,Michigan,11706,23567,30152,38204,61755,106942,4.0,6.7,61.0,102.1,97.0,162.4,482.0,807.0,468.0,783.5,820.0,1372.8,222.0,371.7,25.0,41.9,444.7,95236
480,Portage,Michigan,25583,45594,57526,72401,108058,187444,0.0,0.0,31.0,63.4,14.0,28.6,63.0,128.9,186.0,380.6,1223.0,2502.3,59.0,120.7,3.0,6.1,221.5,161861
481,Roseville,Michigan,20316,34147,42036,51716,77098,124755,3.0,6.3,31.0,65.1,51.0,107.0,120.0,251.8,201.0,421.8,1303.0,2734.5,119.0,249.7,6.0,12.6,306.0,104439
482,Saginaw,Michigan,10603,21713,28871,36148,56624,97554,15.0,30.9,50.0,102.9,75.0,154.4,622.0,1280.1,383.0,788.2,455.0,936.4,75.0,154.4,19.0,39.1,551.4,86951
483,Southfield,Michigan,20941,39912,50371,61510,97859,160545,1.0,1.4,18.0,24.5,37.0,50.5,95.0,129.6,315.0,429.6,1454.0,1983.0,263.0,358.7,7.0,9.5,201.5,139604
484,Southgate,Michigan,23079,42039,51138,62086,91060,144886,0.0,0.0,13.0,44.9,18.0,62.2,50.0,172.8,67.0,231.5,629.0,2173.5,78.0,269.5,3.0,10.4,213.9,121807
485,Taylor,Michigan,17824,33228,41897,53290,80329,125586,4.0,6.6,39.0,64.1,58.0,95.3,247.0,405.7,326.0,535.5,973.0,1598.2,181.0,297.3,23.0,37.8,299.3,107762
486,Troy,Michigan,38112,71448,88954,107040,158159,250001,0.0,0.0,14.0,16.6,6.0,7.1,35.0,41.6,94.0,111.8,1114.0,1324.8,67.0,79.7,1.0,1.2,91.0,211889
487,Walker,Michigan,22775,42100,53452,65919,95059,158917,0.0,0.0,19.0,76.0,11.0,44.0,18.0,72.0,54.0,216.1,483.0,1933.0,15.0,60.0,1.0,4.0,185.7,136142
488,Warren,Michigan,20111,34701,44017,53634,82773,134979,7.0,5.2,125.0,92.4,97.0,71.7,452.0,334.1,659.0,487.1,1804.0,1333.3,437.0,323.0,26.0,19.2,285.8,114868
489,Westland,Michigan,20793,35832,44808,56224,87982,144848,5.0,6.2,64.0,78.9,48.0,59.1,141.0,173.7,269.0,331.5,980.0,1207.5,139.0,171.3,11.0,13.6,213.1,124055
490,Wyandotte,Michigan,21754,42065,52020,63580,95636,147522,0.0,0.0,17.0,68.5,6.0,24.2,33.0,133.0,54.0,217.6,316.0,1273.3,48.0,193.4,1.0,4.0,170.3,125768
491,Wyoming,Michigan,23919,39132,48579,58162,83016,136072,3.0,3.9,74.0,97.2,83.0,109.0,196.0,257.4,235.0,308.6,1221.0,1603.4,210.0,275.8,11.0,14.4,277.6,112153
492,Andover,Minnesota,51747,84111,100358,115045,153747,232050,0.0,0.0,12.0,40.5,5.0,16.9,26.0,87.7,117.0,394.8,606.0,2044.9,35.0,118.1,6.0,20.2,173.9,180303
493,Austin,Minnesota,19200,36307,45519,59828,91769,155679,0.0,0.0,10.0,40.5,7.0,28.3,35.0,141.7,118.0,477.9,495.0,2004.7,26.0,105.3,2.0,8.1,191.3,136479
494,Blaine,Minnesota,40626,65936,79915,94180,132746,208525,0.0,0.0,16.0,25.1,18.0,28.2,22.0,34.5,158.0,247.4,1705.0,2670.0,78.0,122.1,7.0,11.0,169.3,167899
495,Bloomington,Minnesota,31957,53450,67473,81379,122016,210917,1.0,1.2,43.0,50.2,33.0,38.5,63.0,73.5,175.0,204.2,2282.0,2662.7,133.0,155.2,11.0,12.8,201.9,178960
496,Burnsville,Minnesota,29840,52845,66225,79845,117730,198150,0.0,0.0,11.0,17.9,28.0,45.6,62.0,100.9,184.0,299.5,1465.0,2384.4,104.0,169.3,6.0,9.8,178.1,168310
497,Champlin,Minnesota,45693,69176,84042,98958,139700,200972,0.0,0.0,9.0,36.9,5.0,20.5,12.0,49.1,29.0,118.8,242.0,991.1,8.0,32.8,0.0,0.0,96.0,155279
498,Chaska,Minnesota,37809,64360,76673,91305,141040,242233,0.0,0.0,9.0,34.1,2.0,7.6,11.0,41.7,23.0,87.2,224.0,849.0,8.0,30.3,1.0,3.8,80.4,204424
499,Crystal,Minnesota,30444,49277,60494,71350,102518,159104,3.0,12.9,12.0,51.8,15.0,64.7,20.0,86.3,54.0,233.0,389.0,1678.7,22.0,94.9,3.0,12.9,195.1,128660
500,Duluth,Minnesota,18525,35503,45950,58097,93306,165845,1.0,1.2,31.0,35.9,66.0,76.5,181.0,209.7,506.0,586.3,3091.0,3581.4,222.0,257.2,10.0,11.6,300.8,147320
501,Eagan,Minnesota,40994,69283,82855,100227,152722,250001,2.0,3.0,18.0,26.9,14.0,21.0,24.0,35.9,100.0,149.7,1128.0,1688.5,42.0,62.9,6.0,9.0,124.1,209007
502,Edina,Minnesota,35524,71352,91847,121493,211377,250001,0.0,0.0,13.0,25.0,5.0,9.6,5.0,9.6,166.0,319.7,865.0,1665.9,30.0,57.8,0.0,0.0,118.5,214477
503,Faribault,Minnesota,20577,38628,50481,61877,89121,160694,0.0,0.0,17.0,71.7,7.0,29.5,45.0,189.8,94.0,396.4,415.0,1750.1,32.0,134.9,9.0,38.0,212.7,140117
504,Farmington,Minnesota,45948,71135,86447,99492,140293,200349,0.0,0.0,4.0,17.5,0.0,0.0,9.0,39.3,35.0,152.7,163.0,711.3,11.0,48.0,3.0,13.1,64.8,154401
505,Fridley,Minnesota,27081,44516,55006,67582,100940,161843,2.0,7.3,14.0,50.9,24.0,87.2,43.0,156.3,118.0,428.8,837.0,3041.9,76.0,276.2,1.0,3.6,286.5,134762
506,Hastings,Minnesota,30178,52782,62155,73832,112299,176813,0.0,0.0,9.0,39.7,3.0,13.2,24.0,105.9,53.0,233.8,416.0,1834.9,25.0,110.3,0.0,0.0,155.5,146635
507,Lakeville,Minnesota,51388,84369,98864,114996,163078,250001,0.0,0.0,11.0,17.5,6.0,9.5,27.0,42.9,84.0,133.4,494.0,784.7,20.0,31.8,2.0,3.2,68.7,198613
508,Mankato,Minnesota,18147,35354,43808,54671,87840,155484,0.0,0.0,24.0,57.1,17.0,40.4,66.0,157.0,183.0,435.2,1067.0,2537.6,51.0,121.3,4.0,9.5,230.9,137337
509,Maplewood,Minnesota,30946,52552,63367,77078,120061,191215,0.0,0.0,13.0,31.9,39.0,95.8,40.0,98.3,205.0,503.8,1537.0,3777.4,169.0,415.3,1.0,2.5,293.6,160269
510,Minneapolis,Minnesota,19296,40569,52611,67829,112834,219998,42.0,10.0,514.0,122.7,1819.0,434.2,2239.0,534.4,3762.0,897.9,13296.0,3173.5,2388.0,570.0,107.0,25.5,590.7,200702
511,Minnetonka,Minnesota,36215,65986,83496,104769,161589,250001,2.0,3.8,13.0,24.6,4.0,7.6,16.0,30.3,110.0,208.3,755.0,1429.6,34.0,64.4,2.0,3.8,112.5,213786
512,Moorhead,Minnesota,21992,42781,55343,67395,97793,156489,1.0,2.3,26.0,60.5,11.0,25.6,52.0,120.9,130.0,302.3,655.0,1523.3,104.0,241.9,0.0,0.0,186.3,134497
513,Oakdale,Minnesota,32101,53694,67991,83952,120408,187879,0.0,0.0,9.0,31.9,18.0,63.9,33.0,117.1,84.0,298.1,762.0,2703.9,65.0,230.7,6.0,21.3,215.6,155778
514,Owatonna,Minnesota,24231,46336,56014,70307,99658,169608,0.0,0.0,8.0,31.0,6.0,23.2,18.0,69.7,64.0,248.0,372.0,1441.3,27.0,104.6,1.0,3.9,129.1,145377
515,Plymouth,Minnesota,39384,70090,88378,109695,169376,250001,0.0,0.0,16.0,20.4,15.0,19.1,32.0,40.8,181.0,231.0,755.0,963.6,28.0,35.7,0.0,0.0,87.8,210617
516,Ramsey,Minnesota,50394,78229,88286,102153,139827,203615,0.0,0.0,6.0,22.5,2.0,7.5,6.0,22.5,41.0,153.9,360.0,1351.2,17.0,63.8,1.0,3.8,94.7,153221
517,Richfield,Minnesota,25585,43847,54642,68891,103357,161988,1.0,2.8,26.0,72.0,30.0,83.1,36.0,99.8,143.0,396.3,712.0,1973.0,67.0,185.7,0.0,0.0,229.6,136403
518,Rochester,Minnesota,28489,51966,65195,80469,121374,217815,1.0,0.9,61.0,52.9,46.0,39.9,116.0,100.7,288.0,249.9,1757.0,1524.8,98.0,85.0,5.0,4.3,161.5,189326
519,Rosemount,Minnesota,44051,76935,92939,109593,155224,245979,1.0,4.1,4.0,16.5,4.0,16.5,5.0,20.6,30.0,123.7,175.0,721.5,3.0,12.4,1.0,4.1,69.0,201928
520,Roseville,Minnesota,26677,50789,63022,77178,115402,195904,1.0,2.8,11.0,30.4,31.0,85.6,46.0,127.1,215.0,594.0,1633.0,4511.5,100.0,276.3,4.0,11.1,325.1,169227
521,Savage,Minnesota,50555,83045,97584,116036,161190,250001,0.0,0.0,7.0,22.2,6.0,19.1,13.0,41.3,49.0,155.6,378.0,1200.3,30.0,95.3,5.0,15.9,98.3,199446
522,Shakopee,Minnesota,37397,63737,79648,97151,144475,211825,1.0,2.4,21.0,51.0,10.0,24.3,37.0,89.9,71.0,172.4,635.0,1542.2,51.0,123.9,0.0,0.0,154.6,174428
523,Shoreview,Minnesota,38800,64764,81353,99876,152747,250001,0.0,0.0,1.0,3.8,1.0,3.8,0.0,0.0,8.0,30.2,37.0,139.8,1.0,3.8,2.0,7.6,12.2,211201
524,Winona,Minnesota,17865,34781,43701,55760,88627,152207,1.0,3.7,25.0,92.3,1.0,3.7,22.0,81.3,38.0,140.4,564.0,2083.4,16.0,59.1,1.0,3.7,196.5,134342
525,Woodbury,Minnesota,51567,84923,101922,119900,171945,250001,0.0,0.0,22.0,31.4,9.0,12.9,28.0,40.0,115.0,164.3,1113.0,1590.5,65.0,92.9,3.0,4.3,119.6,198434
526,Biloxi,Mississippi,16694,31136,39447,50642,80963,147117,1.0,2.2,39.0,84.3,74.0,160.0,64.0,138.3,871.0,1882.7,1933.0,4178.3,159.0,343.7,7.0,15.1,473.8,130423
527,Booneville,Mississippi,14325,25622,30340,41599,74226,128734,0.0,0.0,2.0,22.8,1.0,11.4,3.0,34.1,49.0,557.7,147.0,1673.1,2.0,22.8,0.0,0.0,136.2,114409
528,Brandon,Mississippi,36345,61140,71485,86731,130285,212025,0.0,0.0,1.0,4.1,3.0,12.4,23.0,95.3,18.0,74.6,189.0,783.4,17.0,70.5,0.0,0.0,68.3,175680
529,Brookhaven,Mississippi,12040,22331,30036,40390,83915,135011,1.0,8.1,2.0,16.2,10.0,81.1,54.0,437.8,147.0,1191.8,170.0,1378.3,25.0,202.7,2.0,16.2,295.8,122971
530,Canton,Mississippi,12263,31063,42402,50422,81455,149388,0.0,0.0,9.0,72.1,27.0,216.4,49.0,392.8,317.0,2540.9,187.0,1498.9,13.0,104.2,0.0,0.0,447.3,137125
531,Clarksdale,Mississippi,10138,20803,29175,37580,60347,109588,8.0,44.4,4.0,22.2,40.0,221.9,98.0,543.5,619.0,3433.2,503.0,2789.8,67.0,371.6,20.0,110.9,663.4,99450
532,Cleveland,Mississippi,12621,23787,31079,39484,76792,131243,6.0,49.3,2.0,16.4,18.0,147.9,36.0,295.7,130.0,1067.8,607.0,4986.0,12.0,98.6,4.0,32.9,497.3,118622
533,Clinton,Mississippi,28310,46639,58723,73435,106947,187847,0.0,0.0,,,15.0,59.5,63.0,250.0,71.0,281.7,406.0,1611.0,16.0,63.5,0.0,0.0,182.5,159537
534,Columbus,Mississippi,12327,23528,33072,40734,72216,126879,1.0,4.2,4.0,16.9,16.0,67.7,79.0,334.0,336.0,1420.7,773.0,3268.5,36.0,152.2,3.0,12.7,351.5,114552
535,Corinth,Mississippi,13813,27796,35462,42451,64250,135998,1.0,7.0,11.0,77.4,23.0,161.9,29.0,204.2,246.0,1731.8,740.0,5209.4,25.0,176.0,1.0,7.0,509.1,122185
536,Flowood,Mississippi,26726,47814,58119,70336,102444,202789,0.0,0.0,4.0,56.2,7.0,98.4,16.0,225.0,98.0,1378.0,313.0,4401.0,17.0,239.0,0.0,0.0,411.1,176063
537,Greenville,Mississippi,10750,20911,27344,37708,64410,137977,7.0,22.1,16.0,50.4,57.0,179.6,8.0,25.2,930.0,2930.8,961.0,3028.5,78.0,245.8,56.0,176.5,489.3,127227
538,Greenwood,Mississippi,7605,20030,27251,37623,71020,148743,0.0,0.0,5.0,35.3,23.0,162.6,56.0,395.9,197.0,1392.6,614.0,4340.4,19.0,134.3,2.0,14.1,438.1,141138
539,Grenada,Mississippi,13124,23334,30826,39457,75369,145448,3.0,20.5,0.0,0.0,22.0,150.2,68.0,464.3,212.0,1447.4,408.0,2785.6,20.0,136.5,0.0,0.0,402.5,132324
540,Gulfport,Mississippi,15888,28938,37037,46427,76418,134806,10.0,13.7,26.0,35.7,82.0,112.6,181.0,248.7,562.0,772.1,2897.0,3979.8,203.0,278.9,16.0,22.0,375.1,118918
541,Hattiesburg,Mississippi,11011,22160,30748,40069,68049,125741,3.0,6.4,9.0,19.1,43.0,91.3,75.0,159.2,347.0,736.5,1645.0,3491.4,121.0,256.8,3.0,6.4,299.0,114730
542,Indianola,Mississippi,13376,23151,26479,37103,67894,157775,1.0,9.8,2.0,19.7,25.0,245.7,98.0,963.1,239.0,2348.9,494.0,4855.0,1.0,9.8,0.0,0.0,661.1,144399
543,Jackson,Mississippi,12740,25415,32866,41856,71877,139646,60.0,35.6,,,542.0,321.9,591.0,351.0,2006.0,1191.2,4696.0,2788.6,747.0,443.6,75.0,44.5,519.3,126906
544,Laurel,Mississippi,12448,21828,30096,38201,69432,141308,2.0,10.6,10.0,53.2,30.0,159.7,42.0,223.5,297.0,1580.6,562.0,2991.0,56.0,298.0,0.0,0.0,410.6,128860
545,Madison,Mississippi,48024,84264,100978,122612,176366,250001,0.0,0.0,2.0,11.1,1.0,5.5,10.0,55.4,13.0,72.1,253.0,1402.4,7.0,38.8,0.0,0.0,85.9,201977
546,McComb,Mississippi,10005,22090,29093,34302,56211,127638,1.0,7.8,,,15.0,117.1,89.0,694.7,321.0,2505.5,492.0,3840.1,20.0,156.1,0.0,0.0,537.4,117633
547,Meridian,Mississippi,13392,23454,30190,42483,75494,136668,9.0,23.2,18.0,46.4,89.0,229.5,78.0,201.1,435.0,1121.8,975.0,2514.3,92.0,237.2,10.0,25.8,390.7,123276
548,Natchez,Mississippi,10473,22660,30082,40829,66250,126725,1.0,6.7,8.0,53.3,18.0,120.0,37.0,246.6,123.0,819.8,612.0,4079.2,20.0,133.3,16.0,106.6,372.5,116252
549,Oxford,Mississippi,8257,23529,33800,46110,80926,185860,0.0,0.0,7.0,45.7,5.0,32.6,5.0,32.6,98.0,639.1,335.0,2184.7,25.0,163.0,0.0,0.0,198.0,177603
550,Pascagoula,Mississippi,13711,27066,36404,48439,71665,143449,0.0,0.0,25.0,114.0,22.0,100.3,25.0,114.0,246.0,1121.9,1135.0,5176.0,69.0,314.7,4.0,18.2,454.9,129738
551,Pearl,Mississippi,20294,35193,43766,51262,77616,132410,0.0,0.0,10.0,39.2,2.0,7.8,21.0,82.3,172.0,673.7,446.0,1747.0,11.0,43.1,0.0,0.0,170.6,112116
552,Petal,Mississippi,24772,42575,53834,62978,91235,139346,0.0,0.0,,,2.0,18.6,1.0,9.3,37.0,344.4,41.0,381.6,12.0,111.7,0.0,0.0,55.8,114574
553,Picayune,Mississippi,14300,23747,33941,46060,73450,118057,0.0,0.0,7.0,65.8,9.0,84.7,31.0,291.6,112.0,1053.5,380.0,3574.5,20.0,188.1,1.0,9.4,368.2,103757
554,Ridgeland,Mississippi,26138,45038,55647,67946,106361,247398,0.0,0.0,2.0,8.1,20.0,81.5,37.0,150.7,53.0,215.9,564.0,2297.3,16.0,65.2,0.0,0.0,173.3,221260
555,Senatobia,Mississippi,21843,38376,42817,51533,85135,177821,0.0,0.0,0.0,0.0,4.0,55.6,3.0,41.7,81.0,1125.5,173.0,2403.8,5.0,69.5,0.0,0.0,205.5,155978
556,Southaven,Mississippi,26460,45641,58427,70320,102454,156699,5.0,9.3,8.0,14.8,26.0,48.2,36.0,66.8,196.0,363.4,1219.0,2260.4,64.0,118.7,5.0,9.3,183.6,130239
557,Starkville,Mississippi,10454,23831,31638,45236,86900,161464,1.0,3.9,2.0,7.7,11.0,42.5,27.0,104.4,455.0,1760.0,440.0,1702.0,27.0,104.4,1.0,3.9,247.2,151010
558,Tupelo,Mississippi,17067,34236,43153,54709,82026,155936,2.0,5.5,26.0,71.1,30.0,82.0,23.0,62.9,361.0,987.0,1270.0,3472.4,98.0,267.9,1.0,2.7,334.4,138869
559,Vicksburg,Mississippi,10382,21439,28367,37860,66426,133005,5.0,22.0,,,18.0,79.0,97.0,426.0,231.0,1014.4,1079.0,4738.3,52.0,228.4,8.0,35.1,456.2,122623
560,Belgrade,Montana,25277,45562,54000,63941,86836,138419,0.0,0.0,7.0,83.4,5.0,59.6,12.0,143.0,11.0,131.1,160.0,1906.4,10.0,119.1,0.0,0.0,208.1,113142
561,Billings,Montana,23235,42345,52944,64995,100321,182042,2.0,1.8,76.0,68.3,87.0,78.2,384.0,345.0,783.0,703.4,4451.0,3998.5,842.0,756.4,25.0,22.5,420.3,158807
562,Bozeman,Montana,19859,37642,48612,59755,95219,175463,2.0,4.3,41.0,87.7,11.0,23.5,76.0,162.6,81.0,173.3,987.0,2112.2,75.0,160.5,7.0,15.0,227.8,155604
563,Colstrip,Montana,50975,81935,89483,100346,114155,173365,0.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,2.0,86.0,9.0,386.9,1.0,43.0,0.0,0.0,59.3,122390
