,Unnamed: 0,city,state,20th,40th,Median,60th,80th,95th,20th % of Median,40th % of Median,60th % of Median,80th % of Median,95th % of Median,murders,murdersper100k,rapes,rapesper100k,robberies,robberiesper100k,assaults,assaultsper100k,burglaries,burglariesper100k,thefts,theftsper100k,autothefts,autotheftsper100k,arson,arsonper100k,crime index,income inequality
359,359,Campbellsville,Kentucky,10422,20144,26733,32842,56593,109394,0.38985523510268205,0.7535256050574197,1.2285190588411328,2.116971533310889,4.0920959114203415,0.0,0.0,7.0,60.9,3.0,26.1,13.0,113.2,114.0,992.5,290.0,2524.8,27.0,235.1,3.0,26.1,268.5,98972
360,360,Covington,Kentucky,14087,28952,37391,47904,79567,132002,0.3767484153940788,0.7743039768928351,1.2811639164504827,2.1279719718648873,3.5303147816319433,2.0,4.9,36.0,88.1,81.0,198.3,66.0,161.6,267.0,653.7,936.0,2291.6,138.0,337.9,6.0,14.7,336.6,117915
361,361,Danville,Kentucky,16395,29869,37036,45111,86352,140849,0.4426773949670591,0.8064855815962847,1.2180311048709365,2.33156928393995,3.8030294848255752,0.0,0.0,6.0,35.5,2.0,11.8,17.0,100.6,70.0,414.4,164.0,970.9,17.0,100.6,1.0,5.9,128.0,124454
362,362,Edgewood,Kentucky,36689,74438,89073,109406,165205,250001,0.4118981060478484,0.8356965634928654,1.2282734386402165,1.854714672235133,2.8066978770222177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.4,10.0,114.0,61.0,695.5,9.0,102.6,0.0,0.0,46.3,213312
363,363,Elizabethtown,Kentucky,18706,34446,45193,57634,97571,166893,0.41391365919500805,0.762197685482265,1.2752859956187905,2.1589847985307458,3.6928949173544576,1.0,3.3,11.0,36.6,13.0,43.2,36.0,119.7,169.0,562.1,244.0,811.6,56.0,186.3,5.0,16.6,159.6,148187
364,364,Erlanger,Kentucky,26082,44865,55982,70254,103569,182902,0.4658997534921939,0.801418313029188,1.2549390875638597,1.8500410846343467,3.2671573005608945,0.0,0.0,3.0,13.1,9.0,39.2,10.0,43.6,49.0,213.5,201.0,875.9,29.0,126.4,0.0,0.0,91.0,156820
365,365,Florence,Kentucky,22343,43942,53911,63151,99802,164216,0.4144423216041253,0.815084120123908,1.1713935931442563,1.851236296859639,3.046057390884977,0.0,0.0,13.0,39.6,19.0,57.8,20.0,60.9,111.0,337.7,1145.0,3483.8,50.0,152.1,1.0,3.0,236.3,141873
366,366,Frankfort,Kentucky,19145,35935,43275,53275,80825,130481,0.44240323512420565,0.8303870595031774,1.2310803004043904,1.8677065280184864,3.015158867706528,6.0,21.4,8.0,28.6,34.0,121.5,52.0,185.9,195.0,697.1,660.0,2359.2,86.0,307.4,4.0,14.3,307.2,111336
367,367,Franklin,Kentucky,14352,25832,31367,41296,58682,99067,0.4575509293206236,0.8235406637549016,1.3165428635189849,1.8708196512258106,3.1583192527178245,1.0,11.3,6.0,67.5,7.0,78.8,10.0,112.6,46.0,517.8,155.0,1744.7,23.0,258.9,0.0,0.0,249.4,84715
368,368,Georgetown,Kentucky,28143,47870,60632,71131,103019,156799,0.46416083916083917,0.789517086686898,1.1731593877820292,1.6990862910674231,2.586076659189867,0.0,0.0,13.0,39.4,21.0,63.6,23.0,69.7,136.0,412.0,731.0,2214.7,52.0,157.5,2.0,6.1,194.6,128656
369,369,Glasgow,Kentucky,11627,21907,28362,36192,58443,112531,0.40994993300895566,0.7724067414145688,1.2760736196319018,2.0606092659191875,3.967668006487554,0.0,0.0,6.0,40.8,7.0,47.7,7.0,47.7,89.0,605.9,394.0,2682.1,42.0,285.9,0.0,0.0,229.1,100904
370,370,Henderson,Kentucky,14158,27135,34793,44989,73445,124508,0.40692093237145405,0.7798982553962004,1.293047452073693,2.1109131147069813,3.5785359123961715,2.0,6.9,14.0,48.5,23.0,79.7,30.0,104.0,125.0,433.3,479.0,1660.5,69.0,239.2,0.0,0.0,213.3,110350
371,371,Hillview,Kentucky,29000,42341,54050,61949,86203,122447,0.5365402405180388,0.7833672525439408,1.1461424606845514,1.5948751156336725,2.2654394079555966,0.0,0.0,1.0,11.2,3.0,33.5,1.0,11.2,27.0,301.9,76.0,849.9,15.0,167.7,0.0,0.0,89.8,93447
372,372,Hopkinsville,Kentucky,14099,27168,35567,43861,72627,138106,0.39640678156718306,0.7638541344504738,1.23319369078078,2.0419771136165545,3.882981415356932,1.0,3.1,20.0,63.0,23.0,72.4,35.0,110.2,186.0,585.6,689.0,2169.3,47.0,148.0,9.0,28.3,240.0,124007
373,373,Independence,Kentucky,39181,62155,73038,84555,109105,169508,0.5364467811276322,0.850995372271968,1.157685040663764,1.4938114406199512,2.3208192995427037,0.0,0.0,11.0,40.1,8.0,29.2,6.0,21.9,33.0,120.4,102.0,372.3,14.0,51.1,0.0,0.0,72.7,130327
374,374,Jeffersontown,Kentucky,33415,52201,63439,77301,113234,177823,0.5267264616403159,0.8228534497706458,1.2185091189962012,1.7849272529516544,2.8030549031352954,0.0,0.0,4.0,14.6,18.0,65.7,9.0,32.8,87.0,317.5,491.0,1792.0,84.0,306.6,0.0,0.0,156.4,144408
375,375,Lawrenceburg,Kentucky,26125,41022,51977,62330,78648,125957,0.5026261615714643,0.7892336995209419,1.1991842545741385,1.5131308078573216,2.423321853896916,0.0,0.0,1.0,8.9,2.0,17.8,6.0,53.5,31.0,276.5,77.0,686.8,16.0,142.7,0.0,0.0,81.4,99832
